0.280714041,0.314375998,0.767872097,0.255504249,0.831421794,0.271790883,1
0.234637772,0.284944655,0.738636183,0.208863923,0.667854485,0.241842054,1
0.280741303,0.351778448,0.733009113,0.268083688,0.565754138,0.283594052,1
0.078934801,0.186620232,0.54819437,0.084089052,0.70180942,0.108284155,1
0.164011139,0.422064497,0.35096758,0.219471751,0.906315263,0.218493091,1
0.119865716,0.161838808,0.698769596,0.100084101,0.611503949,0.126408166,1
0.109525267,0.093011727,0.77335028,0.070474218,0.627827991,0.098486587,1
0.138436097,0.263133474,0.582541419,0.143566674,0.798383074,0.151197948,1
0.126428431,0.08281125,0.809868536,0.073802553,0.698366781,0.110961818,1
0.183156911,0.241162727,0.709699504,0.158625505,0.624496447,0.174375168,1
0.290055652,0.254227434,0.827057676,0.231360928,0.646138403,0.268069769,1
0.098090404,0.124050984,0.710030166,0.074905386,0.696253789,0.096118256,1
0.066066829,0.16669018,0.546389855,0.075349693,0.682617548,0.088842,1
0.146732567,0.423589807,0.263866227,0.209074175,0.861429926,0.203829451,1
0.210155879,0.298789116,0.685301045,0.201001277,0.659188992,0.224014867,1
0.046555061,0.068847015,0.682504375,0.038301637,0.662193689,0.063664953,1
0.229963821,0.180092318,0.831600672,0.15979181,0.827299723,0.196938055,1
0.166736644,0.264059064,0.648430807,0.160958116,0.691709802,0.17435833,1
0.101929193,0.112174864,0.734726343,0.073687509,0.73306239,0.094101109,1
0.250198832,0.209101046,0.826661314,0.183371813,0.764311104,0.212753869,1
0.166584988,0.31219004,0.574558704,0.181332762,0.778190607,0.200332519,1
0.135874053,0.225877557,0.63715145,0.131808409,0.754508127,0.148747353,1
0.222228574,0.357531918,0.633262177,0.231230016,0.672783201,0.23441859,1
0.098330887,0.372812218,0.115788502,0.153099437,0.578886007,0.169672662,1
0.28704908,0.377276853,0.716339239,0.284538913,0.711593853,0.270771485,1
0.184789026,0.343547365,0.570428067,0.203722657,0.760365344,0.211726775,1
0.148284635,0.379569178,0.383727036,0.192027864,0.875509472,0.188292661,1
0.144226709,0.251760715,0.61612943,0.144213299,0.699589143,0.166225281,1
0.158256405,0.441610651,0.274546327,0.223791842,0.829027203,0.213979167,1
0.172306405,0.227192318,0.708519729,0.147220305,0.799537674,0.174973625,1
0.264546794,0.349947849,0.71288483,0.256174676,0.816963766,0.261609897,1
0.106138641,0.090011188,0.771744486,0.070212395,0.697079338,0.100844334,1
0.17961383,0.350454577,0.545783659,0.203913075,0.753346788,0.219715502,1
